 (-2.23224435132028353E-015,-3.47415857272271623E-022)
  (1.89846153264796093E-015,-8.25006107395609918E-019)
  (-1.61068702759628707E-015,1.40001501284381943E-018)
  (1.37505139210550040E-015,-1.79301606181291676E-018)
  (-1.19354907430608167E-015,2.07497859830337230E-018)
  (1.06428195954632575E-015,-2.31288274927502275E-018)
  (-9.82004469101556618E-016,2.56058322003208110E-018)
  (9.38903612570330177E-016,-2.85676370686055174E-018)
  (-9.25532451574475082E-016,3.21835623460398037E-018)
  (9.31813941457449444E-016,-3.64524816775856627E-018)
  (-9.48027105831376833E-016,4.12070626291782111E-018)
  (9.65702263764010643E-016,-4.61704236079110063E-018)
  (-9.78362929400165009E-016,5.10307743794017665E-018)
  (9.82068641277493232E-016,-5.54878624045900648E-018)
  (-9.75745105205811663E-016,5.93770408964492373E-018)
  (9.61284928683987935E-016,-6.26722062158897411E-018)
  (-9.43441128532123123E-016,6.56138290202560509E-018)
  (9.29532927926592119E-016,-6.86821083184946416E-018)
  (-9.28991612325081375E-016,7.26803824254192755E-018)
  (9.52795956797218373E-016,-7.86875938161202918E-018)
  (-1.01281778219547658E-015,8.80407190988956416E-018)
  (1.12113196487705739E-015,-1.02334781576440854E-017)
  (-1.28931577745952097E-015,1.23288520248609463E-017)
  (1.52777409157779362E-015,-1.52733574042201935E-017)
  (-1.84512890888040548E-015,1.92479763682698102E-017)
  (2.24769057205245903E-015,-2.44242074179570283E-017)
  (-2.73905472103146654E-015,3.09545213628607663E-017)
  (3.31982544597993029E-015,-3.89610331392482650E-017)
  (-3.98750611194832225E-015,4.85300452756019812E-017)
  (4.73654572484853871E-015,-5.97053784775122397E-017)
  (-5.55855273302312075E-015,7.24838091615474040E-017)
  (6.44265975149616434E-015,-8.68126086838083067E-017)
  (-7.37602009991861113E-015,1.02596501220137838E-016)
  (8.34440244897287157E-015,-1.19693577139273556E-016)
  (-9.33284603189015186E-015,1.37929272319253022E-016)
  (1.03263276311697596E-014,-1.57100624008629049E-016)
  (-1.13104074859515331E-014,1.76990206840696980E-016)
  (1.22717953794742490E-014,-1.97368394773823899E-016)
  (-1.31988177731791723E-014,2.18016703851261679E-016)
  (1.40817323803219772E-014,-2.38722623344581290E-016)
  (-1.49128819266347824E-014,2.59296278981975763E-016)
  (1.56866159627246286E-014,-2.79570337345891549E-016)
  (-1.63989191514489596E-014,2.99395216700845808E-016)
  (1.70465334032384065E-014,-3.18630029802735280E-016)
  (-1.76251842195752100E-014,3.37109489925218907E-016)
  (1.81260116397779697E-014,-3.54569788589181238E-016)
  (-1.85283249250518680E-014,3.70496458984608073E-016)
  (1.87848407401003991E-014,-3.83793053930355211E-016)
  (-1.87915972090646216E-014,3.92102835326099009E-016)
  (1.83271002064808464E-014,-3.90379382202528005E-016)
  (-1.69305953575004629E-014,3.67995486825013620E-016)
  (1.36618136672059670E-014,-3.02887636514648544E-016)
  (-6.63374519451491784E-015,1.49957132093944004E-016)
  (-7.88212416496054316E-015,1.81604635838241612E-016)
  (3.71423436616769835E-014,-8.71916152841771304E-016)
  (-9.50596805450650282E-014,2.27286409526081208E-015)
  (2.07911353459317831E-013,-5.06155225657664735E-015)
  (-4.24584857275999582E-013,1.05210713987666682E-014)
  (8.34664286114694265E-013,-2.10457090772168407E-014)
  (-1.59982300078515683E-012,4.10346648039412966E-014)
  (3.00738995887468846E-012,-7.84460708457528440E-014)
  (-5.56018395935413409E-012,1.47452622904655425E-013)
  (1.01245496685467827E-011,-2.72900466054373729E-013)
  (-1.81699889960657485E-011,4.97663175377297693E-013)
  (3.21500772261465776E-011,-8.94552350397450796E-013)
  (-5.60968418070240281E-011,1.58525475323747107E-012)
  (9.65308022661402820E-011,-2.76987857493514780E-012)
  (-1.63827459987675369E-010,4.77217124099570259E-012)
  (2.74228476203358597E-010,-8.10736405592902244E-012)
  (-4.52740994707490186E-010,1.35819107308943116E-011)
  (7.37228270215186687E-010,-2.24370514520646344E-011)
  (-1.18405254438815304E-009,3.65509732187279882E-011)
  (1.87567649947465015E-009,-5.87170147156004364E-011)
  (-2.93064736768324006E-009,9.30173421081320057E-011)
  (4.51635766968283172E-009,-1.45312030347553928E-010)
  (-6.86487413801037702E-009,2.23861516975554906E-010)
  (1.02919249849040445E-008,-3.40094756238095504E-010)
  (-1.52188101351986720E-008,5.09524817344126726E-010)
  (2.21965312327719624E-008,-7.52796986695466142E-010)
  (-3.19308242161710601E-008,1.09683089572969860E-009)
  (4.53060354596915667E-008,-1.57598780767970505E-009)
  (-6.34049615020218911E-008,2.23315811373627125E-009)
  (8.75209567935715951E-008,-3.12062498173519474E-009)
  (-1.19157925598180603E-007,4.30052239141865285E-009)
  (1.60013407223155104E-007,-5.84467565942660691E-009)
  (-2.11940010593312235E-007,7.83359760305915542E-009)
  (2.76881122854492418E-007,-1.03544219729759533E-008)
  (-3.56778239743080101E-007,1.34975954224824311E-008)
  (4.53449504037269954E-007,-1.73522256988381847E-008)
  (-5.68442046939001969E-007,2.20000987269573283E-008)
  (7.02864326090054059E-007,-2.75085271305670614E-008)
